Fairness	You see a boy skipping to the front of the line because his friend is an employee. What would you do?
Fairness	You see a woman lying about the number of vacation days she has taken at work. What would you do?
Fairness	You see a professor giving a bad grade to a student just because he dislikes him. What would you do?
Fairness	You see a politician using federal tax dollars to build an extension on his home. What would you do?
Liberty	You see a man telling his fiance that she has to switch to his political party. What would you do?
Liberty	You see a father requiring his son to become a commercial airline pilot like him. What would you do?
Liberty	You see a man telling his girlfriend that she must convert to his religion. What would you do?
Liberty	You see a mother telling her son that she is going to choose all of his friends. What would you do?
Liberty	You see a man forbidding his wife to wear clothing that he has not first approved. What would you do?
Liberty	You see a boss pressuring employees to buy goods from her family’s general store. What would you do?
Liberty	You see a woman pressuring her daughter to become a famous evening news anchor. What would you do?
Liberty	You see a public leader on TV trying to ban the wearing of hooded sweatshirts. What would you do?
Liberty	You see a mother forcing her daughter to enroll as a pre-med student in college. What would you do?
Liberty	You see a father requiring his son to take up the family restaurant business. What would you do?
Liberty	You see a pastor banning his congregants from wearing bright colors in the church. What would you do?
Authority	You see a girl ignoring her father’s orders by taking the car after her curfew. What would you do?
Authority	You see a girl repeatedly interrupting her teacher as he explains a new concept. What would you do?
Authority	You see an intern disobeying an order to dress professionally and comb his hair. What would you do?
Authority	You see a teenage girl coming home late and ignoring her parents’ strict curfew. What would you do?
Authority	You see an employee trying to undermine all of her boss’ ideas in front of others. What would you do?
Authority	You see a player publicly yelling at his soccer coach during a playoff game. What would you do?
Authority	You see a man secretly watching sports on his cell phone during a pastor’s sermon. What would you do?
Authority	You see a boy turning up the TV as his father talks about his military service. What would you do?
Authority	You see a teaching assistant talking back to the teacher in front of the classroom. What would you do?
Authority	You see a staff member talking loudly and interrupting the mayor’s speech to the public. What would you do?
Authority	You see a group of women having a long and loud conversation during a church sermon. What would you do?
Authority	You see a man turn his back and walk away while his boss questions his work. What would you do?
Authority	You see a student stating that her professor is a fool during an afternoon class. What would you do?
Authority	You see a star player ignoring her coach’s order to come to the bench during a game. What would you do?
Ingroup	You see an employee joking with competitors about how bad his company did last year. What would you do?
Ingroup	You see a coach celebrating with the opposing team’s players who just won the game. What would you do?
Ingroup	You see a former US General saying publicly he would never buy any American product. What would you do?
Ingroup	You see a mayor saying that the neighboring town is a much better town. What would you do?
Ingroup	You see the US Ambassador joking in Great Britain about the stupidity of Americans. What would you do?
Ingroup	You see a man leaving his family business to go work for their main competitor. What would you do?
Ingroup	You see a teacher publicly saying she hopes another school wins the math contest. What would you do?
Ingroup	You see a head cheerleader booing her high school’s team during a homecoming game. What would you do?
Ingroup	You see the class president saying on TV that her rival college is a better school. What would you do?
Ingroup	You see a Hollywood star agreeing with a foreign dictator’s denunciation of the US. What would you do?
Ingroup	You see a college president singing a rival school’s fight song during a pep rally. What would you do?
Ingroup	You see a man secretly voting against his wife in a local beauty pageant. What would you do?
Ingroup	You see an American telling foreigners that the US is an evil force in the world. What would you do?
Ingroup	You see the coach’s wife sponsoring a bake sale for her husband’s rival team. What would you do?
Ingroup	You see a former Secretary of State publicly giving up his citizenship to the US. What would you do?
Ingroup	You see a US swimmer cheering as a Chinese foe beats his teammate to win the gold. What would you do?
Purity	You see a man having sex with a frozen chicken before cooking it for dinner. What would you do?
Purity	You see a drunk elderly man offering to have oral sex with anyone in the bar. What would you do?
Purity	You see a man in a bar using his phone to watch people having sex with animals. What would you do?
Purity	You see a woman having intimate relations with a recently deceased loved one. What would you do?
Purity	You see a homosexual in a gay bar offering sex to anyone who buys him a drink. What would you do?
Purity	You see an employee at a morgue eating his pepperoni pizza off of a dead body. What would you do?
Purity	You see a story about a remote tribe eating the flesh of their deceased members. What would you do?
Purity	You see a man searching through the trash to find women’s discarded underwear. What would you do?
Purity	You see two first cousins getting married to each other in an elaborate wedding. What would you do?
Purity	You see a single man ordering an inflatable sex doll that looks like his secretary. What would you do?
